Project_ID,Project_Name,Scale,Purpose,Location,Country,Continent,Latitude,Longitude,Injection,InjectionSize_Mt,Total_Injection_Mt,Storage_Distance,Estimated_Cost,Production_Capacity,Plant Capacity Comment,Power Plant Size,Capacity,Regulation Status,Primary Company / Alliance,Project Description,Project_Website,Status,Status Comment,Intended_Operational_Year,Operation_Year,End_Operation_Year,Date Comment,Public Funding,Public Funding Comment,Public Engagement,Non_Commercial_Org,CCS Group,Company Comment,Fate,On_Offshore,Storage_Company,Storage_Country,Storage Latitude,Storage Longitude,Storage_Comment,Storage_Monitoring,Product,Source_Company,Construction,Permit,Permit Date,Feedstock,Feedstock Detail,Feedstock Additional,Fuel_Capacity,Separation_Type,Separation_Technology,Separation Comment,Capture_Company,Transpor_Method,Transport_Company,Cluster,Cluster Comment,Trans-boundary,Transport Comment,Date Entered,Entered by,Date Modified,Modified by,Links
1642,Petronas K5 Project,Commercial,Upstream,"230km offshore Bintulu, Sarawak",Malaysia,Asia,4.203986,111.467285,,1,,,USD 1 billion,,,,,,"Petronas + Technip, UOP Malaysia, Twister, Generon","Project to develop surface and sub-surface technology 'across the value chain for carbon separation, transportation, capture and storage' at Petronas' K5 'greenfield' about 230km offshore Bintulu, Sarawak in 80m water depth. The field has CO2 concentration of 70% but large recoverable gas reserves of c.110 billion m3. CO2 will be separated by cryogenic distillation and reinjected in a aquifer at 2.2km depth. CO2 content of produced gas will be 6.5% suitable for LNG processing onshore, where more CO2 will be separated. EOR also considered in fields closer to shore. Project originally involved Total, who withdrew early 2014, and considered onshore separation. Trials of Twister's distillation technology underway, due for completion 2015. Feed study tenders expectd 2015. Jan '18, Twister's 'Crystalliser' technology being prepared for validation trial mid 2018. (Updated 12/06/18)",,In Planning,Commercial agreement announced,2018,,,Tests preceding planned production in 2018,No,"Unknown, but Petronas is state owned",,,,,Saline Formation,Offshore,Petronas,Malaysia,,,"Injection into aquifer at 2.2km depth, EOR also considered.",,Natural gas,Petronas Carigali,New,,,Gas,"High CO2 concentration gas reserve, up to 70% CO2",,,Other,"Cryogenic distillation, supersonic or membrane",Different partners developing different technology options,,Other,,No,,No,,12/17/2014,CCSDBA,1/23/2021,CCSDBA,http://www.2b1stconsulting.com/petronas-to-develop-k5-project-on-its-own-offshore-malaysia-sarawak/
1624,NET Power Demonstration Plant,Demonstration,Power,"Bayport Industrial District, La Porte, Texas",United States of America,North America,29.646627,-95.05375,,1,,,USD 140 million,,,50,,,NET Power,"Demonstration project for novel Allam cycle oxyfuel power plant, which uses supercritical CO2 as the working fluid, eliminating fundamental energy losses associated with steam cycle. IP developed by 8 Rivers Capital, claims to allow generation with net efficiency of 59%, 52% for gas, coal respectively, including energy requirement for carbon capture, delivering pipeline-presure CO2. Initial 50MW pilot/demonstration plant in Bayport Industrial District, La Porte, Texas. A 295MW commercial plant being planned to follow. Nov. 2016 - Toshiba ships the high presure turbine, after some delays. May 2017 - construction 90% complete. Oct 2017 - testing combustion chamber expected late 2017. Dec 2017, construction complete. April 2018, separate testing of combustor and turbine underway, full operation now expected in Q3 2018. May '18, first fire of combustor announced. Nov'18, Occidental announce investment in the partnership to enabe scale-up. Full operation now expected early 2019. Nov'19, no clear announcement that routine generation has started, but plant has been connected to the grid since 2018. Press comment that ""variable output associated wth the tests"" means no regular generation has occured so far. However, company is developing a number of 300MW-scale projects globally. (Updated 19/12/19)",http://www.netpower.com/technology/,In Build,Construction started March 2016.,2017,,,Commissioning and testing ongoing from 2016 and through 2018,Yes,UK Government grant of USD 7.8 million,,,,"Partners: Exelon, CB&I, Toshiba, 8 Rivers Capital",Unknown,Onshore,,,,,"Demo plant designd as capture and vent, but some interest form 3rd parties for collection for CO2-EOR",,Electricity,NET Power,New,,,Gas,,,,Oxyfuel,"Allam cycle, sCO2 as working fluid",,Net Power,Unknown,,No,,No,,12/1/2014,CCSDBA,1/23/2021,CCSDBA,https://www.eenews.net/stories/1060071081
1623,Ramsey Gas Processing Plant,Demonstration,Upstream,"near Orla, Reeves County, Texas",United States of America,North America,31.925149,-104.022043,0,1,,,,,,,,Air permit issued Nov'14.,Nuevo Midstream,"Expansion of existng Ramsey Gas Plant permitted by EPA only on condition of exporting a proportion of CO2 separated for use in EOR, notable as the fist 'Prevention of Significant Deterioration Permit' to require a project to capture CO2 for storage through EOR. From 15/01/2016 no less than 35% of CO2 separated in new amine scrubbers must be exported for EOR, quantity uncertain, minimum may be only 115 Kt/yr. Two new scrubbers planned as parts of Ramsey IV and Ramsey VI expansion phases, the first planned for start-up late 2015. (Added 01/12/14)",http://www.nuevomidstream.com/capabilities,In Build,"Expansion, including CO2 export facility, under construction 2015.",2016,,,For CO2 export facility,No,,,,,"Nuevo Midstream bought by Western Gas, announced Oct'14",EOR,Onshore,,,,,,,Natural gas,Nuevo Midstream,Extension,Air permit issued Nov'14.,2014,Gas,"Gas gathered in Delaware Basin (New Mex, Texas)",,,Other,Amine scrubbing,,,Pipe,,No,,No,,12/1/2014,CCSDBA,1/23/2021,CCSDBA,http://yosemite.epa.gov/OPA/ADMPRESS.NSF/d0cf6618525a9efb85257359003fb69d/11c6680015e85ffa85257d9b006cab9f!OpenDocument
1601,HECLOT Pilot,Pilot,Industry,"Heping, Hualien County",Taiwan,Asia,24.30456,121.751222,0,1,,,,,,,"1 t/h capture, c.8 kt/yr",,"ITRI, Taiwan Cement Co. Ltd.","Pilot-scale calcium looping plant using ITRI's HECLOT technology (High Efficiency Calcium Looping Technology). Licenced by Taiwan Cement from ITRI in 2013 and constructed at Heping cement works. Start-up date uncertain. Claims to be world's largest calcium looping plant at time of start-up, capturing 1 t/h, with costs below 30 USD/t-CO2. No mention of storage. HECLOT won R&D Magazines Environmental Technologies award in 2014. Unexpected use found for the captured CO2 in simulating microalgae growth for extraction of high-value products. (Updated 25/10/17)",,Pilot,,,2014,,Unsure of start-up date,No,Unknown,,Industrial Technology Research Institute,,,No storage,Unknown,,,,,,,Cement,Taiwan Cement Co. Ltd,Retrofit,,,Unknown,"No coal stockyard at works, LNG tank closeby?",,,Post-combustion,HECLOT calcium looping,,ITRI licenced technology,Other,,No,,No,Capture and release,10/23/2014,CCSDBA,1/23/2021,CCSDBA,http://www.rdmag.com/award-winners/2014/08/calcium-loop-carbon-capture
1585,Southwest Regional Partnership - Agrium Plant,Pilot,Research,"near Borger, Texas",United States of America,North America,35.645357,-101.425986,0,1,,50,,,,,,,Southwest Regional Partnership,"Capture of CO2 from ammonia plant (one of two sources) for use in EOR in Anadarko basin with extensive monitoring programme. CO2 flooding ongoing since 2010 but SWP Phase III project field activities from 2013. May 2016, summary of injection and monitoring project published. (Updated 03/06/16)",http://southwestcarbonpartnership.org/,Operational,,,2013,,...or earlier,Yes,Part of US DoE Carbon Storage Project Portfolio,,New Mexico Institute of Mining and Technology,SWP,Includes Agrium Fertilizer Plant and Chaparral Energy,EOR with MVR,Onshore,Chaparral Energy,United States of America,36.26265,-101.005776,Total injection rate 0.2 Mtpa including both sources,,Oil,Agrium,Retrofit,,,Gas,,,,Other,,CO2 separated during ammonia manufacture,,Pipe,Chaparral Energy,No,,No,,9/8/2014,CCSDBA,1/23/2021,CCSDBA,http://www.netl.doe.gov/File%20Library/factsheets/project/NT42591.pdf
1584,Southwest Regional Partnership - Arkalon Plant,Pilot,Research,"near Liberal, Kansas",United States of America,North America,37.106499,-100.799723,0,1,,50,,,,,,,Southwest Regional Partnership,"Capture of CO2 from bioethanol plant (one of two sources) for use in EOR in Anadarko basin with extensive monitoring programme. CO2 flooding ongoing since 2010 but SWP Phase III project field activities from 2013. May 2016, summary of injection and monitoring project published. (Updated 03/06/16)",http://southwestcarbonpartnership.org/,Operational,,,2013,,...or earlier,Yes,Part of US DoE Carbon Storage Project Portfolio,,New Mexico Institute of Mining and Technology,SWP,Includes Arkalon Ethanol Plant and Chaparral Energy,EOR with MVR,Onshore,Chaparral Energy,United States of America,36.26265,-101.005776,Total injection rate 0.2 Mtpa including both sources,,Oil,Arkalon Ethanol,Retrofit,,,Other,Corn,,,Other,,Collection from fermentation,,Pipe,Chaparral Energy,No,,No,,9/8/2014,CCSDBA,1/23/2021,CCSDBA,http://www.netl.doe.gov/File%20Library/factsheets/project/NT42591.pdf
1583,PEMEX EOR Project,Commercial,Upstream,"near Villahermosa, Tabasco State",Mexico,North America,17.856854,-93.121095,,1,,,,,,,,,"PEMEX, Haliburton","There are a number of ongoing EOR projects in Mexico. One of the largest is based on gas separation from the Carmito field with re-injection for EOR. Status and location of this and other projects uncertain. A feasibility study by a Japanese consortium scoping capability of CO2-EOR in Southern Mexico started October 2015 for six months. A project to assess requirements for converting Mexican EOR sites to permanent CO2 storage was funded by World Bank CCS Trust Fund, leading to proposals for pilot CO2-EOR with storage in the Brillante Field - see separate entry. (Updated 15/06/18)",http://www.halliburton.com/en-US/ps/solutions/clean-energy/carbon-capture-storage/project-experience/pemex-co2-processing-facility.page,Operational,,,1998,,,No,Unknown,,,,,EOR,Onshore,,Mexico,,,,,Oil recovery,PEMEX,Retrofit,,,Gas,,,,Other,,,,Unknown,,No,,No,,9/8/2014,CCSDBA,1/23/2021,CCSDBA,"http://www.youroilandgasnews.com/jri,+mhi+and+inpex+enter+contract+with+meti+for+feasibility+study+on+ccs-eor+projects+in+southern+mexico_122901.html"
1581,Oakdale Gas processing Plant,Commercial,Upstream,"near La Veta, Colorado",United States of America,North America,37.539986,-105.105292,0,1,,,USD 8 million,,,,,,Oakdale Gas Processing LLC,"Gas separation plant on Oakdale field. Source is 78% CO2, 22% methane. CO2 previoulsy vented, now sold for EOR in West Texas, developed and piped by BlueSource LLC. Company website no longer active, but still present in local business directories. No recent news. (Updated 13/01/20)",http://www.oakdalegas.com/index.html,Operational,,,2007,,,No,,,,,Previously Apple Tree Holdings LLC,EOR,Onshore,,United States of America,,,"West Texas fields, Permian Basin",,Natural gas,Oakdale Gas Processing,Retrofit,,,Gas,"Source 22% Methane, 78% CO2",,,Other,Amine scrubbing,,,Pipe,Sheep Mountain pipleine now owned by Occidental,No,,No,,9/8/2014,CCSDBA,1/23/2021,CCSDBA,http://www.ogj.com/articles/2007/10/colorado-gas-plant-catches-cosub2-sub-for-eor.html
1564,PCS Nitrogen / Nutrien-Tuscaloosa,Commercial,Industry,"Giesmar, Louisiana",United States of America,North America,30.226284,-91.055059,0,1,,,,,,,,,PCS Nitrogen (Potash Corp),"Ammonia plant restarted by Potash Corp in 2013 after ten-year mothballing, CO2 byproduct partly used for urea production but surplus sold to Denbury Resources for EOR. Quantity c.20 MMcf/d or c.0.4 Mtpa. (Added 03/09/14)",http://www.potashcorp.com/about/facilities/nitrogen/geismar/,Operational,Plant restarted Q2 2013,,2013,,,No,,,,,,EOR,Onshore,,United States of America,,,Sout Texas fields,,"Ammonia, nitrogen fertilisers",PCS Nitrogen,Rebuild,,,Gas,,,,Other,Amine scrubbing,,,Pipe,Denbury Resources,No,,No,,9/3/2014,CCSDBA,1/23/2021,CCSDBA,http://www.denbury.com/files/2014-06%20UPLOADS/June%20Corporate%20Presentation%20V2_v001_u5q7m7.pdf
1543,Sargas Texas,Demonstration,Power,"Point Comfort, Texas",United States of America,North America,28.644545,-96.545708,0,1,,80,,,,500,,,"Sargas, GE, DSME, SNC-Lavalin, Nooter/Erickson","Proposal to build new 500 MW power plant comprising two 'Stargate 250' NGCC units on/adjacent to site of closed ES Joslin power plant. High pressure system with GE gas turbine, heat recovery, steam turbine and potassium carbonate CO2 capture system. Units to be built by DSME in Korea and transported by barge to site. CO2 to be supplied for EOR in South Texas. (Updated 25/11//14)",http://sargastexas.com/projects/ - Links to website are currently dead-ends 25/11/14,In Design,Construction start targeted 2014,2017,,,,No,Unknown,,,,,EOR,Onshore,,,,,,,Electricity,Sargas Texas,New,Emissions permitted,2012,Gas,,,,Post-combustion,Catacarb hot potassium carbonate capture system,"High pressure separation system, reduces power requirement for compression",Sargas,Pipe,,No,,No,,9/2/2014,CCSDBA,1/23/2021,CCSDBA,http://www.victoriaadvocate.com/news/2012/oct/24/dw_calhoun_stargate_102512_192141/
1541,Herne Pilot Plant,Pilot,Research,"Herne, North Rhine-Westphalia",Germany,Europe,51.550528,7.187499,0,1,,,,,,,,,"Evonik and subsiduaries Steag, Creavis",Small glass pilot unit testing novel amine and amino acid absorbents on flue gas from Herne coal-burning CHP plant. Research project ended April 2013 but host companies intending to continue operation. (Added 02/09/14),,Pilot,,,2012,,,Yes,EUR 2.5 million from German Government,,Duisburg-Essen and Erlangen-Nuremberg universities,EffiCO2 project,,No storage,Onshore,,,,,,,CHP,Evonik Steag,Retrofit,,,Coal,,,,Post-combustion,Novel amine/amino acid systems,,,Other,,No,,No,,9/2/2014,CCSDBA,1/23/2021,CCSDBA,http://processnet.org/processnet_media/14_30h_Schraven-p-1668.pdf
1523,UKCAER Pilot Plant,Pilot,Research,"Herrington Lake, nr Harrodsburg, Kentucky",United States of America,North America,37.788656,-84.714029,0,1,,,USD 19.5 million,739 MW coal; 900 MW from seven NG/oil turbines,,1640,,,Kentucky Utilities and LGandE,"Pilot plant on 2 MW thermal equivalent system on slipstream from coal-burning unit at EW Brown Generating Station. To test advanced solvent system, two-stage stripping process, improved heat integration. Will be operated on capture and release basis. Sept '17, UKCAER announce USD 300k grant to scale up hybrid capture technology from Shanxi Research Institute for Clean Energy. May '18, USDoE funding of USD 0.94M awarded for Phase 1 large-scale pilot programme, to work-up plans for 10 MW scale plant. July'18, Carbon Clean Solutions Ltd announce testing of its system at 0.7MW scale in facility and involvement in feasibility studies for scaling up. May'18, USDoE grant of USD 3M for ""Fog+Froth"" based capture process testing. (Updated 10/01/20)",https://caer.uky.edu/power-generation/carbon-capture/,Pilot,Construction from July 2014,2015,,,,Yes,"USD 14.5 from USDoE, also EPRI, Uni of Kentucky, CMRG, KY Energy Dept",,Carbon Management Research Group,"Centre for Applied Energy Research, Uni of KY","CMRG includes LGandE and KU Energy (PS owners), Duke Energy, AEP plus gov agencies.",No storage,Onshore,,,,,,,Electricity,KU/LGandE,Retrofit,,,Coal,,,,Post-combustion,Advanced solvent,,Misubishi Hitachi and CAER. Also CCSL in trials.,Unknown,,No,,No,,7/22/2014,CCSDBA,1/23/2021,CCSDBA,http://pplweb.mediaroom.com/index.php?s=12270&item=137074
